,X,Site,Elevation,Habitat,degree,species.strength,nestedrank,PDI,resource.range,PSI,betweenness,weighted.betweenness,closeness,weighted.closeness,effective.partners,proportional.similarity,d,Clase,Family,Genus,species,X.y,Fruit_Weight,Fruit_length,Fruit_Width,Seed_Weight,Seed_length,Seed_width,nFruits,nSeed,Plant_Heigth,rlq1,rlq2,rlq1W,rlq2W
1,Alc_100,Bombuscaro,1000,A_Nat,9,0.200403979788623,0.36,0.93,0.84,1,0.012844611528822,0,0.04320987654321,0.01116879037265,8.09412817894855,0.547050307636627,0.103190630731175,Plant,Euphorbiaceae,Alchornea,100,1,0.1608,6.053333333,7.113333333,0.653,3.44,3.44,14,2.8,8,0.075703157889256,0.377003189036196,0.480954145080392,-0.09114784184709
2,cascada,Bombuscaro,1000,A_Nat,2,1.14285714285714,0.72,0.99,0.98,1,0,0,0.026748971193416,0.000932018726444,1.88988157484231,0.004885993485342,0.881674200321994,Plant,Indet,Indet,400,2,3,7.5,3.5,0.05,2.5,0.5,5,20,10,1.71448693753607,-2.29795056378923,-2.0959690523718,0.473493259659413
3,Cec_101,Bombuscaro,1000,A_Nat,10,2.09024829000318,0.28,0.973333333333333,0.82,1,0.012844611528822,0,0.04320987654321,0.015408472441429,6.31373048085351,0.269008841321545,0.427484412540742,Plant,Urticaceae,Cecropia,101,3,0.002,2.7,0.5,0.002166061756508,0.002166061756508,0.002166061756508,1000,1,20,-1.41273516096318,-1.73657667170798,-2.50538234598061,-2.60240282036133
4,Dac_100,Bombuscaro,1000,A_Nat,3,0.061778910796304,0.6,0.965,0.96,1,0.007701070858966,0,0.04320987654321,0.007948919099311,2.97445151921282,0.359391965255157,0.170282217432653,Plant,Bursercaceae,Dacryodes,100,4,0.4,12,13,0.2,9,9,85,1,10,1.85072652339544,2.07974707298167,2.02007045992474,-0.322736804385605
5,Ind_100,Bombuscaro,1000,A_Nat,1,0.038461538461539,0.88,1,1,1,0,0,0.029835390946502,0.000930715947731,1,0.014115092290988,0.433627918745132,Plant,Indet,Indet,100,5,0.252,8.566666667,6.366666667,0.104,6.55,4.6,4,1,4,-0.180477939646781,0.433027809144243,0.556888408022829,0.743309558234331
6,Ind_101,Bombuscaro,1000,A_Nat,1,0.038461538461539,0.92,1,1,1,0,0,0.029835390946502,0.000930715947731,1,0.014115092290988,0.433627918745132,Plant,Indet,Indet,101,6,0.679,8.4,6.85,0.001,0.6,0.6,800,100,0.5,0.22317633645182,0.357876765968963,0.807383314565422,1.58905259109191
7,Ind_102,Bombuscaro,1000,A_Nat,11,2.25827416700025,0.2,0.939310344827586,0.8,1,0.00187969924812,0,0.042181069958848,0.024936964103589,6.95261005026313,0.466828141095242,0.303402129889897,Plant,Indet,Indet,102,7,0.25,9,7,0.115,4.75,3.9,650,1,15,0.315532200426178,0.327852618139276,-0.184643058319282,-1.43391780154523
8,Ind_103,Bombuscaro,1000,A_Nat,6,1.37137835789911,0.52,0.975,0.9,1,0.00187969924812,0,0.042181069958848,0.007257176198273,4.58575641234581,0.284654361201592,0.552178350667936,Plant,Indet,Indet,103,8,7.46,21.6,25.1,0.001,1.4,1.2,700,200,14,11.3901386534418,1.13163589669724,2.17629240021105,1.48143838357215
9,Ind_105,Bombuscaro,1000,A_Nat,1,0.25,0.8,1,1,1,0,0,0.025720164609054,0.002655371469204,1,0.006514657980456,0.747108998406341,Plant,Indet,Indet,105,9,0.15,5,5,0.2,9,9,85,1,11,-0.389761781866776,-0.30037465639612,-0.420464929643853,-0.713963469314523
10,Lor_100,Bombuscaro,1000,A_Nat,1,0.003174603174603,0.96,1,1,1,0,0,0.036008230452675,0.000926114751929,1,0.171009771986971,0,Plant,Loranthaceae,Loranthaceae,100,10,0.25,0.5,0.43,0.15,0.4,0.44,6,1,5,-1.64855043972581,-1.67843270718545,-1.36690455645008,0.448489805593114
11,Mic_100,Bombuscaro,1000,A_Nat,7,1.75061288950682,0.44,0.993777777777778,0.88,1,0.020127971443761,0,0.044238683127572,0.020396239408794,2.45048772047,0.328925817552771,0.360913365616134,Plant,Melastomataceae,Miconia,100,11,0.0392,2.9,3.82,0.001,0.1,0.1,750,75,5,-0.965028822745199,-0.519576186780392,-0.224963087810678,0.417182755657257
12,Mic_101,Bombuscaro,1000,A_Nat,11,1.65983643491051,0.24,0.951666666666667,0.8,1,0.099075339864814,0,0.045267489711934,0.017219336723937,7.50401360903095,0.604194804163025,0.149732822019847,Plant,Melastomataceae,Miconia,101,12,0.078,2.38,2.14,0.002,0.466666667,0.1,700,10,6,-1.33732034876405,-1.02716298917157,-0.84448685829776,0.215318683019081
13,Mic_106,Bombuscaro,1000,A_Nat,9,0.629615437614926,0.32,0.94,0.84,1,0.007701070858966,0,0.04320987654321,0.019266180758117,6.70796520685732,0.609036999916479,0.127323240166957,Plant,Melastomataceae,Miconia,106,13,0.02,4.2,1.8,0.02,1.35,0.85,100,5,27,-0.853762278295415,-1.5004163839037,-2.7081636671455,-3.96676999288951
14,Mic_107,Bombuscaro,1000,A_Nat,3,0.073755039773346,0.68,0.98,0.96,1,0.021052631578947,0,0.042181069958848,0.003411884114272,2.82842712474619,0.160152008686211,0.249156058886967,Plant,Melastomataceae,Miconia,107,14,0.011818182,2.136363636,2.381818182,0.003,0.966666667,0.666666667,100,10,10,-1.20930158918846,-1.05086358392651,-1.08152127615063,-0.601310267895976
15,Mic_108,Bombuscaro,1000,A_Nat,31,18.2743242659061,0,0.84,0.4,1,0.438841421736159,0.755681818181818,0.049382716049383,0.031962564137345,17.7081634890674,0.800592485355424,0.162670681249663,Plant,Melastomataceae,Miconia,108,37,0.1428,4.28,6.34,0.002,0.5,0.5,100,20,8,-0.129676367851668,0.061724715143797,0.247928517316316,-0.114054364305148
16,Mic_111,Bombuscaro,1000,A_Nat,15,2.90390661028714,0.12,0.969523809523809,0.72,1,0.020127971443761,0,0.044238683127572,0.024307172432787,7.54997038649308,0.62820355233237,0.163244969811939,Plant,Melastomataceae,Miconia,111,39,0.123733333,4.88,5.933333333,0.002,0.95,0.45,100,75,14,-0.075722034894142,-0.142368312748289,-0.378161427813655,-1.31185371894459
17,Mic_112,Bombuscaro,1000,A_Nat,20,4.70222824412943,0.08,0.929577464788732,0.62,1,0.107701070858966,0.200757575757576,0.046296296296296,0.030115000638493,10.2443909262492,0.727733974651689,0.163361297992589,Plant,Melastomataceae,Miconia,112,40,0.3016,6.8,7.58,0.001,0.2,0.2,30,100,6,0.2575121357328,0.51232968442345,0.731758873261148,0.362890933204543
18,Mic_115,Bombuscaro,1000,A_Nat,7,1.62125947599769,0.48,0.952,0.88,1,0.057017543859649,0,0.04320987654321,0.009754680589884,5.9835986164289,0.299131378935939,0.382981526021067,Plant,Melastomataceae,Miconia,115,18,0.4515,6.95,8.8,0.002,0.1,0.1,50,10000,10,0.832731854112509,0.62097732683119,0.696612037535136,-0.368673450221996
19,Mic_116,Bombuscaro,1000,A_Nat,15,1.1648571181519,0.16,0.9,0.72,1,0.048490544543176,0,0.045267489711934,0.021831568772248,11.7162088060911,0.633957654723127,0.142102656771902,Plant,Melastomataceae,Miconia,116,42,0.138133333,5.346666667,6.153333333,0.003,0.833333333,0.866666667,75,50,9,-0.160865600974414,0.07312613690559,0.110018611306261,-0.309514905836081
20,Mic_118,Bombuscaro,1000,A_Nat,1,0.05,1,1,1,1,0,0,0.029835390946502,0.000930468667912,1,0.01085776330076,0.479236080682406,Plant,Melastomataceae,Miconia,118,20,0.0476,3,4.36,0.003,1.3,0.8,70,10,3,-0.877255794100065,-0.329841219685927,0.10753904435469,0.82220683307673
21,Mol_100,Bombuscaro,1000,A_Nat,1,1,0.76,1,1,1,0,0,0,NA,1,0.003800217155266,1,Plant,Malvaceae,Mollia,100,44,0.497666667,13.45,14.55,0.001,9.65,0.55,50,19.5,25,2.79049984887261,2.10688840969506,1.17537100990605,-3.24631554125776
22,Myr_cor,Bombuscaro,1000,A_Nat,4,0.530003112356054,0.56,0.94,0.94,1,0.003189792663477,0,0.040123456790124,0.006088855743955,4,0.358849077090119,0.270157336382694,Plant,Primulaceae,Myrsine,coriacea,45,0.043866667,3.153333333,3.52,0.1636,2.96,2.96,75,1,16,-0.706925463500028,-0.873820552642889,-1.25624046836344,-1.76639305219049
23,Pip_102,Bombuscaro,1000,A_Nat,1,0.029411764705882,0.84,1,1,1,0,0,0.032921810699589,0.001802891191627,1,0.036916395222584,0.370495727576441,Plant,Piperaceae,Piper,102,23,10.235,213.4333333,8.466666667,0.002,1.54,0.52,5,10000,3,7.65621978864219,10.1764561000404,-2.81892126428527,5.61321584013548
24,Rub_100,Bombuscaro,1000,A_Nat,8,1.22025227331294,0.4,0.924,0.86,1,0.007701070858966,0,0.04320987654321,0.011574808838454,6.81621320353929,0.435939196525516,0.305505400247488,Plant,Rubiaceae,Rubiaceae,100,24,0.038666667,6.183333333,3.866666667,0.016,4.7,2.5,30,4,25,-0.370410912470058,-0.795542967697185,-1.90777236650071,-3.53473600143236
25,Sch_100,Bombuscaro,1000,A_Nat,23,7.69359990548247,0.04,0.904375,0.56,1,0.131823877876509,0.043560606060606,0.047325102880658,0.026775743045178,14.5253681265232,0.715508994336356,0.176961678335527,Plant,Araliaceae,Schefflera,100,25,0.077866667,5.493333333,4.76,0.004,3.14,1.44,400,4,18,-0.30818808759894,-0.463968454136035,-1.05659986295652,-2.12796384458706
26,Ure_100,Bombuscaro,1000,A_Nat,3,0.241298899422469,0.64,0.99,0.96,1,0,0,0.041152263374486,0.004858025012337,2.3811015779523,0.152008686210641,0.357996914051724,Plant,Urticaceae,Urera,100,26,0.225,6.5,6.95,0.002166061756508,0.002166061756508,0.002166061756508,200,1,1.5,-0.111141966947367,0.50427700331663,0.95655130373547,1.22303834695191
27,Cec_100,Copalinga,1000,B_Dis,1,0.009756097560976,0.80952380952381,1,1,1,0,0,0.046052631578947,0.001310178144607,1,0.094557195571956,0.188278855689348,Plant,Urticaceae,Cecropia,100,27,0.001,1.8,0.3,0.002166061756508,0.002166061756508,0.002166061756508,10,4,15,-1.99421108715694,0.104223030819243,2.16918040844017,-0.809857909944232
28,Cec_101,Copalinga,1000,B_Dis,32,8.86241318481361,0.095238095238095,0.926285714285714,0.586666666666667,1,0.170043103448276,0.191666666666667,0.060855263157895,0.011009541904474,17.7648364115127,0.747249630592586,0.146924088546909,Plant,Urticaceae,Cecropia,101,3,0.002,2.7,0.5,0.002166061756508,0.002166061756508,0.002166061756508,1000,1,20,-2.11039760735813,-0.629103705922588,1.77229531301805,-1.3102451574719
29,Cec_102,Copalinga,1000,B_Dis,5,0.595029845661295,0.428571428571429,0.96,0.946666666666667,1,0.021408045977012,0,0.052631578947368,0.003865027325524,4.75682846001088,0.25,0.261144304909555,Plant,Urticaceae,Cecropia,102,29,0.001,0.9,0.1,0.002166061756508,0.002166061756508,0.002166061756508,10,1,25,-3.33263842183031,-0.506602490772293,2.00020107424421,-1.64699154650444
30,Dac_100,Copalinga,1000,B_Dis,1,0.125,0.952380952380952,1,1,1,0,0,0.039473684210526,0.000716196356252,1,0.003690036900369,0.635851831158544,Plant,Bursercaceae,Dacryodes,100,4,0.4,12,13,0.2,9,9,85,1,10,5.54742507645631,-1.036192110783,-4.08599412188846,1.21782559842678
31,Ind_106,Copalinga,1000,B_Dis,9,2.0553025006545,0.285714285714286,0.98718954248366,0.893333333333333,1,0.012140804597701,0,0.052631578947368,0.009854521290046,4.48200835068007,0.448265682656827,0.305047778066723,Plant,Indet,Indet,106,31,0.15,6,4,0.001,0.2,0.2,30,100,12,0.79686259746078,-0.569714152887302,0.21851031884295,-0.240507195584011
32,Ing_100,Copalinga,1000,B_Dis,2,0.010022667674119,0.571428571428571,0.993333333333333,0.986666666666667,1,0,0,0.049342105263158,0.001857046233995,1.88988157484231,0.276752767527675,0.060500822420441,Plant,Fabaceae,Inga,100,32,0.037066667,7.933333333,3.133333333,0.002166061756508,0.002166061756508,0.002166061756508,60,1,10,1.39976966398249,-1.13369873627879,0.368080442930459,-0.410749531412854
33,Ing_101,Copalinga,1000,B_Dis,2,0.416666666666667,0.619047619047619,0.993333333333333,0.986666666666667,1,0,0,0.037828947368421,0.001874866235165,1.88988157484231,0.006457564575646,0.727184490886251,Plant,Fabaceae,Inga,101,33,10,33.5,13.5,0.002166061756508,0.002166061756508,0.002166061756508,50,1,7,17.2429042708807,-19.2497310114634,-9.37695380445107,-6.95453609613307
34,Ise_lae,Copalinga,1000,B_Dis,1,0.25,0.761904761904762,1,1,1,0,0,0.036184210526316,0.001884871252429,1,0.005535055350554,0.751419532836637,Plant,Rubiaceae,Isertia,laevis,58,1.031714286,10.32857143,11.64285714,0.016,4.7,2.5,30,4,17,4.17147284060235,-2.04430316034092,-3.72198893094179,0.058752620730857
35,Mic_103,Copalinga,1000,B_Dis,1,0.069767441860465,0.666666666666667,1,1,1,0,0,0.041118421052632,0.003209103115669,1,0.039667896678967,0.488536343810994,Plant,Melastomataceae,Miconia,103,35,0.1504,6.05,5.78,0.002,0.66,0.34,10,75,13,1.18273873624668,-0.321737048513008,-0.508833074570609,0.082601552994722
36,Mic_105,Copalinga,1000,B_Dis,1,0.25,0.857142857142857,1,1,1,0,0,0.039473684210526,0.001388911002676,1,0.003690036900369,0.756950800895192,Plant,Melastomataceae,Miconia,105,36,0.3016,6.8,7.58,0.001,0.2,0.2,30,100,6,2.65419735842932,0.223997007482242,-1.0769587005999,0.948297716877187
37,Mic_108,Copalinga,1000,B_Dis,12,1.40108466301827,0.238095238095238,0.952727272727273,0.853333333333333,1,0.00323275862069,0,0.050986842105263,0.008527261692948,8.76105771187945,0.448284132841328,0.23120644893136,Plant,Melastomataceae,Miconia,108,37,0.1428,4.28,6.34,0.002,0.5,0.5,100,20,8,1.18935039147064,0.884737430296317,-0.274737521618109,0.863457654388004
38,Mic_109,Copalinga,1000,B_Dis,7,0.262711058438874,0.333333333333333,0.97,0.92,1,0.00323275862069,0,0.050986842105263,0.005190918220096,6.16250384320461,0.44720408742549,0.156984910859053,Plant,Melastomataceae,Miconia,109,38,0.046,2.96,4.32,0.002,2.38,1.26,200,7.4,3,0.645252066959061,1.51358693640007,0.901748236274757,1.04481449270979
39,Mic_111,Copalinga,1000,B_Dis,18,5.49979396042532,0.142857142857143,0.964057971014493,0.773333333333333,1,0.00323275862069,0,0.050986842105263,0.009194508926269,11.2355762576399,0.506045148686781,0.299393689868822,Plant,Melastomataceae,Miconia,111,39,0.123733333,4.88,5.933333333,0.002,0.95,0.45,100,75,14,0.70446197887629,0.071356349029063,-0.428655557896496,0.177982379668703
40,Mic_112,Copalinga,1000,B_Dis,15,1.82144087483033,0.19047619047619,0.948717948717949,0.813333333333333,1,0.040876436781609,0,0.054276315789474,0.008960015701143,10.2103917280466,0.50331664030926,0.238076543223604,Plant,Melastomataceae,Miconia,112,40,0.3016,6.8,7.58,0.001,0.2,0.2,30,100,6,2.65419735842932,0.223997007482242,-1.0769587005999,0.948297716877187
41,Mic_114,Copalinga,1000,B_Dis,1,0.105263157894737,0.904761904761905,1,1,1,0,0,0.037828947368421,0.001323779968859,1,0.008763837638376,0.605296909553532,Plant,Melastomataceae,Miconia,114,41,0.019333333,2.7,3.013333333,0.002,0.86,0.54,120,20,3,0.202116886141269,1.37609268194272,1.44630491793673,0.784157283499833
42,Mic_116,Copalinga,1000,B_Dis,44,17.2568203165124,0.047619047619048,0.927352024922118,0.426666666666667,1,0.29360632183908,0.341666666666667,0.064144736842105,0.011108524602775,18.6658691129668,0.794039788223969,0.153040781301207,Plant,Melastomataceae,Miconia,116,42,0.138133333,5.346666667,6.153333333,0.003,0.833333333,0.866666667,75,50,9,1.41647096877774,0.378514437930427,-0.39570225651725,0.613650894099862
43,Mik_100,Copalinga,1000,B_Dis,1,0.266666666666667,0.714285714285714,1,1,1,0,0,0.036184210526316,0.002391129074714,1,0.006918819188192,0.756125626398865,Plant,Asteraceae,Mikania,100,43,0.01,5.7,0.246666667,0.002166061756508,0.002166061756508,0.002166061756508,200,200,8,0.044374264115618,-0.696118201528313,1.88197544371963,-0.642360141855095
44,Mol_100,Copalinga,1000,B_Dis,3,0.060498623487648,0.476190476190476,0.991111111111111,0.973333333333333,1,0.003448275862069,0,0.044407894736842,0.002777299793924,2.58640928985893,0.111162361623616,0.282880364532756,Plant,Malvaceae,Mollia,100,44,0.497666667,13.45,14.55,0.001,9.65,0.55,50,19.5,25,5.04470387055278,-2.70224227260065,-5.47861213358226,0.019658114239872
45,Myr_cor,Copalinga,1000,B_Dis,62,34.7822003175608,0,0.947379134860051,0.186666666666667,1,0.409985632183908,0.466666666666667,0.065789473684211,0.011106852832665,22.9940944756027,0.779770853264088,0.175533177370921,Plant,Primulaceae,Myrsine,coriacea,45,0.043866667,3.153333333,3.52,0.1636,2.96,2.96,75,1,16,-0.757719093352598,0.122330322384279,0.690366005811727,-0.322081490936397
46,Pip_103,Copalinga,1000,B_Dis,2,0.199017199017199,0.523809523809524,0.986666666666667,0.986666666666667,1,0,0,0.037828947368421,0.00391106766286,2,0.037361623616236,0.538854724127479,Plant,Piperaceae,Piper,103,46,0.001,0.8,1,0.002166061756508,0.002166061756508,0.002166061756508,200,0,6,-1.28957405732556,1.41061570518555,2.38634166690608,0.269026600592775
47,Sip_100,Copalinga,1000,B_Dis,1,1,1,1,1,1,0,0,0,NA,1,0.000461254612546,1,Plant,Siparunaceae,Siparuna,100,47,2.86,5.7,7.2,0.02,6.3,2.85,75,15,3,3.45113959628756,-2.07285791981417,-1.20967615331638,-0.386875512910322
48,Tib_oxy,Copalinga,1000,B_Dis,6,0.700544757256167,0.380952380952381,0.976,0.933333333333333,1,0.038793103448276,0,0.050986842105263,0.005366355449247,4.80257842807095,0.248616236162362,0.357993251573185,Plant,Melastomataceae,Tibouchina,ochypetala,48,0.071866667,7.086666667,6.726666667,0.002,2.68,1.86,100,5,10,2.05485659396233,-0.149012924948319,-0.893020995758771,0.506136257345738
49,Cec_and,ECSF,2000,A_Nat,1,0.125,0.75,1,1,1,0,0,0.046529968454259,0.002732298809058,1,0.013266998341625,0.547467398131318,Plant,Urticaceae,Cecropia,andina,49,0.001,1.96,0.973333333,0.002166061756508,0.002166061756508,0.002166061756508,5,1,16,1.88592224265598,-0.04376414927877,2.07620785571264,1.01432551161425
50,Cec_ang,ECSF,2000,A_Nat,12,5.00682274815153,0.05,0.90990990990991,0.702702702702703,1,0.504934210526316,0.328703703703704,0.075709779179811,0.011061464112973,7.70744951032913,0.547919741949593,0.329833007924277,Plant,Urticaceae,Cecropia,angustifolia,71,5.466727273,56.97272727,12.46363636,4.378,30.9,15.75,15,1,20,-2.64705028960637,-0.750976189525855,-1.01230227037356,-1.51999955379661
51,Ced_neb,ECSF,2000,A_Nat,1,0.142857142857143,0.8,1,1,1,0,0,0.04416403785489,0.002416855293722,1,0.011608623548922,0.576526790917473,Plant,Meliaceae,Cedrela,nebulosa,51,8.404666667,36.43333333,19.63333333,4.378,30.9,15.75,6,1,20,-4.71961817717717,-0.063734621706922,-2.92341584660488,-1.46857727168263
52,Cle_rev,ECSF,2000,A_Nat,1,1,0.85,1,1,1,0,0,0,NA,1,0.001658374792703,1,Plant,Clethraceae,Clethra,revoluta,52,0.0132,3.1,5.17,0.001,0.9,0.9,200,3,5,0.640811572533908,-0.91461019807131,1.121516504852,0.615280022071861
53,colibris,ECSF,2000,A_Nat,1,0.166666666666667,0.6,1,1,1,0,0,0.041798107255521,0.0039907315292,1,0.019900497512438,0.60349527597249,Plant,Indet,Indet,500,53,0.1428,4.28,6.34,0.002,0.5,0.5,100,20,8,-0.556948563406884,-0.087947787240867,0.097291139089142,0.460413769350485
54,D2T2spp2,ECSF,2000,A_Nat,1,0.25,0.9,1,1,1,0,0,0.038643533123028,0.002273042660443,1,0.006633499170813,0.698311598754212,Plant,Indet,Indet,601,54,0.158133333,6.606666667,6.16,0.002,1.1,0.1,80,10,11,-0.556948563406884,-0.087947787240867,0.097291139089142,0.460413769350485
55,Esc_pan,ECSF,2000,A_Nat,1,0.030769230769231,0.65,1,1,1,0,0,0.055205047318612,0.003982931043352,1,0.107794361525705,0.229624196438465,Plant,Escalloniaceae,Escallonia,paniculata,55,0.1275,6.05,5.075,0.003,0.833333333,0.866666667,75,50,5,0.602955458350989,-1.01668172474471,1.13524222867074,0.495467730440679
56,Gra_ema,ECSF,2000,A_Nat,5,1.70606909430439,0.25,0.945945945945946,0.891891891891892,1,0,0,0.045741324921136,0.005783917630997,4.7622031559046,0.18407960199005,0.481495320681341,Plant,Melastomataceae,Graffenrieda,emarginata,56,0.068666667,3.066666667,4.666666667,0.002,0.3,0.3,150,20,16,0.958029125028332,0.29201350268466,1.21924542784648,1.07393273237085
57,Ind_201,ECSF,2000,A_Nat,1,0.056603773584906,0.5,1,1,1,0,0,0.052839116719243,0.005104249314668,1,0.087893864013267,0.347946139522373,Plant,Indet,Indet,201,57,1.5824,15.56,13.28,0.674,14.5,8.5,50,1,15,-1.62484693921006,0.47123710424475,-0.887429768712958,0.521383668107745
58,Ise_lae,ECSF,2000,A_Nat,6,2.5157372039725,0.2,0.964656964656965,0.864864864864865,1,0.225877192982456,0.148148148148148,0.059148264984227,0.007836645680208,4.42252551915283,0.276451077943615,0.685985420593476,Plant,Rubiaceae,Isertia,laevis,58,1.031714286,10.32857143,11.64285714,0.016,4.7,2.5,30,4,17,-1.01046812666583,0.76306931266296,-0.468507380017338,0.859681549535182
59,Mic_201,ECSF,2000,A_Nat,1,0.046153846153846,0.55,1,1,1,0,0,0.055205047318612,0.005103245427689,1,0.107794361525705,0.301603516948408,Plant,Melastomataceae,Miconia,201,59,0.148266667,5.253333333,6.253333333,0.001,0.66,0.16,100,28.4,8,0.377893270335342,-0.535976031626384,0.85761297526995,0.681504826934046
60,Mic_pun,ECSF,2000,A_Nat,9,3.09563474350708,0.1,0.972972972972973,0.783783783783784,1,0.086074561403509,0.071759259259259,0.063880126182965,0.011042773886299,3.72617839965684,0.44298117256853,0.444359804703329,Plant,Melastomataceae,Miconia,punctata,60,0.02,4.2,1.8,0.02,1.35,0.85,100,5,27,1.85704264235598,1.24949646030649,1.87137994711206,1.45500730152652
61,Mic_the,ECSF,2000,A_Nat,22,17.5718187962414,0,0.853603603603604,0.432432432432432,1,0.135416666666667,0.451388888888889,0.068611987381704,0.011358248784022,12.1475335830851,0.830156576425233,0.222287521394399,Plant,Melastomataceae,Miconia,theaezans,61,0.158133333,6.606666667,6.16,0.002,1.1,0.1,80,10,11,0.437186900514761,-0.234483690011672,0.875242582955622,0.769055516714739
62,Pal_200,ECSF,2000,A_Nat,1,0.142857142857143,0.95,1,1,1,0,0,0.04416403785489,0.002416855293722,1,0.011608623548922,0.576526790917473,Plant,Rubiaceae,Palicourea,200,62,0.3968,5.74,10.94,0.046,4.1,3.5,80,2,10,-0.783084633101713,0.11291432318294,-0.246469399845225,0.830263045042049
63,Pal_201,ECSF,2000,A_Nat,3,1.10624092888244,0.3,0.97972972972973,0.945945945945946,1,0.009868421052632,0,0.05993690851735,0.007031813705257,2.60049000598966,0.197346600331675,0.399688461305817,Plant,Rubiaceae,Palicourea,201,63,0.8856,10.08,10.96,0.176,6.5,5.2,25,1,6,-1.01677605810786,-0.540548786815478,-0.285163705025508,0.397739014008998
64,Pal_thy,ECSF,2000,A_Nat,1,0.5,0.45,1,1,1,0,0,0.046529968454259,0.008477250977772,1,0.013266998341625,0.839794975793,Plant,Rubiaceae,Palicourea,thyrsiflora,64,0.083866667,4.392857143,4.7,0.026,4,1.8,50,4,3,0.6871530068757,-1.23698613248843,1.2270789330354,0.456059749500075
65,Per_web,ECSF,2000,A_Nat,1,0.25,0.7,1,1,1,0,0,0.046529968454259,0.004984069922582,1,0.013266998341625,0.693222068856401,Plant,Lauraceae,Persea,weberbaueui,65,2.219333333,16.06666667,13.54,1.097333333,13.63333333,11.33333333,30,1,18,-1.76672211640326,0.714205881545086,-1.00452875554369,0.480440402699177
66,Q5spp1,ECSF,2000,A_Nat,2,2,0.4,0.986486486486487,0.972972972972973,1,0,0,0,NA,1.88988157484231,0.004975124378109,1,Plant,Indet,Indet,900,66,0.158133333,6.606666667,6.16,0.002,1.1,0.1,80,10,11,-0.556948563406884,-0.087947787240867,0.097291139089142,0.460413769350485
